,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
3740,1.0,0.092,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.356
3741,11.0,0.065,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.296
3742,11.0,-0.048,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.333
3743,11.0,-0.015,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.37
3744,11.0,-0.111,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.287
3745,11.0,-0.162,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.287
3746,11.0,0.023,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.317
3747,11.0,0.004,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.218
3748,11.0,0.1,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.293
3749,11.0,-0.081,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.365
3750,11.0,-0.039,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.317
3751,9.0,0.0,Breitbart,"church, pastor, macron, band, woodson, kabul, wartburg_watch, mr._erickson, survivor, soviet",0.425
3752,11.0,-0.005,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.251
3753,10.0,0.097,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.379
3754,11.0,-0.049,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.259
3755,11.0,-0.06,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.315
3756,12.0,-0.012,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.389
3757,17.0,0.062,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.435
3758,12.0,-0.028,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.311
3759,12.0,0.129,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.393
3760,11.0,0.012,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.494
3761,2.0,0.04,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.333
3762,12.0,0.077,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.308
3763,12.0,0.011,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.376
3764,1.0,0.144,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.414
3765,12.0,-0.064,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.368
3766,12.0,-0.01,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.462
3767,1.0,-0.074,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.446
3768,2.0,0.089,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.398
3769,12.0,-0.065,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.568
3770,12.0,0.116,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.466
3771,12.0,0.158,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.424
3772,12.0,0.142,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.503
3773,16.0,0.045,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.413
3774,12.0,-0.015,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.418
3775,2.0,0.067,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.398
3776,2.0,0.053,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.358
3777,2.0,0.156,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.479
3778,2.0,0.029,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.599
3779,19.0,0.187,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.343
3780,22.0,0.064,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.467
3781,12.0,0.191,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.476
3782,16.0,0.05,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.444
3783,4.0,0.028,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.402
3784,2.0,-0.102,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.392
3785,12.0,0.043,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.347
3786,12.0,0.153,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.436
3787,12.0,0.182,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.415
3788,19.0,0.076,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.309
3789,2.0,0.07,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.359
3790,11.0,-0.004,Slate,"said, police, killed, according, told, war, people, family, prison, two",0.381
3791,8.0,0.089,Slate,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.465
3792,12.0,0.014,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.428
3793,19.0,0.075,Slate,"show, one, story, like, time, life, first, book, world, new",0.443
3794,19.0,0.124,Slate,"show, one, story, like, time, life, first, book, world, new",0.48
3795,2.0,0.135,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.5
3796,8.0,0.074,Slate,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.359
3797,13.0,0.367,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.514
3798,12.0,0.104,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.337
3799,17.0,0.094,Slate,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.319
3800,17.0,0.066,Slate,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.369
3801,2.0,0.137,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.37
3802,12.0,0.018,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.505
3803,1.0,0.14,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.358
3804,12.0,-0.09,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.5
3805,19.0,0.139,Slate,"show, one, story, like, time, life, first, book, world, new",0.595
3806,15.0,0.15,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.351
3807,2.0,0.134,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.457
3808,12.0,0.105,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.433
3809,2.0,0.164,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.501
3810,12.0,0.032,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.255
3811,12.0,-0.139,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.7
3812,1.0,0.098,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.433
3813,12.0,0.024,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.493
3814,1.0,0.061,Slate,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.448
3815,2.0,-0.036,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.526
3816,13.0,0.194,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.356
3817,13.0,0.3,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.482
3818,4.0,0.111,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.417
3819,4.0,0.057,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.391
3820,16.0,0.056,Slate,"year, also, could, may, new, many, one, business, system, use",0.412
3821,2.0,0.027,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.405
3822,12.0,0.084,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.404
3823,21.0,0.072,Slate,"said, health, study, research, food, fda, science, drug, found, treatment",0.452
3824,19.0,0.066,Slate,"show, one, story, like, time, life, first, book, world, new",0.487
3825,16.0,0.125,Slate,"year, also, could, may, new, many, one, business, system, use",0.429
3826,16.0,-0.015,Slate,"year, also, could, may, new, many, one, business, system, use",0.415
3827,16.0,0.01,Slate,"year, also, could, may, new, many, one, business, system, use",0.489
3828,16.0,0.043,Slate,"year, also, could, may, new, many, one, business, system, use",0.491
3829,4.0,0.139,Slate,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.5
3830,19.0,0.124,Slate,"show, one, story, like, time, life, first, book, world, new",0.456
3831,2.0,0.146,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.53
3832,2.0,0.3,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.767
3833,19.0,0.029,Slate,"show, one, story, like, time, life, first, book, world, new",0.425
3834,2.0,0.096,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.528
3835,2.0,0.246,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.561
3836,19.0,0.211,Slate,"show, one, story, like, time, life, first, book, world, new",0.488
3837,2.0,0.091,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.545
3838,2.0,0.196,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.444
3839,2.0,0.232,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.53
3840,2.0,0.092,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.501
3841,2.0,0.324,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.485
3842,2.0,0.051,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.492
3843,19.0,0.164,Slate,"show, one, story, like, time, life, first, book, world, new",0.427
3844,15.0,0.121,Slate,"game, team, player, first, win, season, year, sport, final, woman",0.438
3845,19.0,0.098,Slate,"show, one, story, like, time, life, first, book, world, new",0.472
3846,2.0,0.19,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.404
3847,12.0,0.121,Slate,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.456
3848,2.0,0.127,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.569
3849,2.0,0.115,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.424
3850,19.0,0.266,Slate,"show, one, story, like, time, life, first, book, world, new",0.572
3851,2.0,0.037,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.53
3852,13.0,0.251,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.547
3853,2.0,0.04,Slate,"said, n’t, would, say, like, people, one, get, time, know",0.542
3854,13.0,0.45,Slate,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.65
3855,19.0,0.135,Slate,"show, one, story, like, time, life, first, book, world, new",0.399
3856,18.0,0.283,Slate,"woman, boling, white, cook, souffle, black, egg, recipe, cheese, dish",0.539
3857,8.0,0.05,Slate,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.491
3858,19.0,0.054,Slate,"show, one, story, like, time, life, first, book, world, new",0.432
3859,19.0,0.079,Slate,"show, one, story, like, time, life, first, book, world, new",0.463
3860,11.0,0.172,Politico,"said, police, killed, according, told, war, people, family, prison, two",0.515
3861,1.0,-0.074,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.319
3862,1.0,-0.009,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.402
3863,12.0,0.102,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.303
3864,1.0,0.104,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.47
3865,1.0,0.164,Politico,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.358
3866,12.0,-0.126,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.537
3867,12.0,-0.085,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.344
3868,12.0,0.014,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.209
3869,12.0,0.003,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.495
3870,12.0,-0.118,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.485
3871,12.0,0.106,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.417
3872,12.0,0.091,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.446
